sentence_id,doc_key,sentence,label
26116,DB_176,"This Privacy Notice was Last Updated: February 9, 2021, at 09:02 UTC.",Updated Privacy Policy
26119,DB_177,"Upon such changes, we will alert you to any such changes by placing a notice on the Findem website, by sending you an email and/or by some other means.",Updated Privacy Policy
26152,DB_177,"If your deletion request is subject to one of these exceptions, we may deny your deletion request.",Description of Right to Delete
26153,DB_177,You have the right to request that we correct any inaccurate Personal Data we have collected about you.,Description of Right to Correct Information
26155,DB_177,"If your correction request is subject to one of these exceptions, we may deny your request.",Description of Right to Correct Information
26163,DB_177,You have the right to opt-out of the sale of your Personal Data.,Description of Right to Opt-out of sale of PI
26170,DB_177,"We Will Not Discriminate Against You for Exercising Your Rights Under the CPRA\n\nWe will not discriminate against you for exercising your rights under the CPRA.\nWe will not deny you our goods or services, charge you different prices or rates, or provide you a lower quality of goods and services if you exercise your rights under the CPRA.",Description of Right to Non-discrimination on exercising rights
26172,DB_177,You may submit a Valid Request using the following methods:\n\nEmail us at: privacy@findem.ai \nSubmit a form at this address: https://www.findem.ai/do-not-sell,Methods to exercise rights
26173,DB_177,"Please note that if you’ve opted not to receive legal notice emails from us (or you haven’t provided us with your email address), those legal notices will still govern your use of the Services, and you are still responsible for reading and understanding them.",Updated Privacy Policy
26174,DB_177,"If you use the Services after any changes to the Privacy Policy have been posted, that means you agree to all of the changes.",Updated Privacy Policy
26188,DB_177,"They include:\n\nHosting, technology and communication providers.\nSecurity and fraud prevention consultants like, Vanta and TAC Security, for compliance and auditing purposes.\nPayment processors.\n- Our payment processing partner, Stripe, Inc, which collects your voluntarily-provided payment card information necessary to process your paymen",Categories of Personal Information Sold
26213,DB_177,"In response, we will provide you with the following information:\n\nThe categories of Personal Data that we have collected about you.\nThe categories of sources from which that Personal Data was collected.\nThe business or commercial purpose for collecting or selling your Personal Data.\nThe categories of third parties with whom we have shared your Personal Data.\nThe specific pieces of Personal Data that we have collected about you.\nIf we have disclosed your Personal Data to any third parties for a business purpose over the past 12 months, we will identify the categories of Personal Data shared with each category of third party recipient.",Description of Right to Know PI sold / shared
26215,DB_177,Correction\nYou have the right to request that we correct any inaccurate Personal Data we have collected about you.,Description of Right to Correct Information
26216,DB_177,"We sell your Personal Data, subject to your right to opt-out of these sales.",Categories of Personal Information Sold
26236,DB_177,"When we process data due to contractual necessity, failure to provide such Personal Data will result in your inability to use some or all portions of the Services that require such data. \n- Profile or Contact Data\n- Payment Data\n- Commercial Data\nLegitimate Interest: We process the following categories of Personal Data when we believe it furthers the legitimate interest of us or third parties: \n- Profile or Contact Data\n- Payment Data\n- Commercial Data\n- Device/IP Data\n- Web Analytics\n- Social Network Data\n- Consumer Demographic Data\n- Professional or Employment-Related Data\n- Geolocation Data\n- Categories of Data Considered “Sensitive” Under the California Privacy Rights Act and the Virginia Consumer Data Protection Act\n- Inferences Drawn From Other Personal Data Collected\n- Other Identifying Information that You Voluntarily Choose to Provide\n- Other\n- We may also de-identify or anonymize Personal Data to further our legitimate interests.\nExamples of these legitimate interests include (as described in more detail above):\n- Providing, customizing and improving the Services.\n- Marketing the Services.\n- Corresponding with you.\n- Meeting legal requirements and enforcing legal terms.\n- Completing corporate transactions. \nConsent: In some cases, we process Personal Data based on the consent you expressly grant t",Categories of Personal Information Collected
26254,DB_177,"In response, we will provide you with the following information:\n\nThe categories of Personal Data that we have collected about you.\nThe categories of sources from which that Personal Data was collected.\nThe business or commercial purpose for collecting or selling your Personal Data.",Description of Right to Know PI Collected
26255,DB_177,"In response, we will provide you with the following information:",Description of Right to Know PI sold / shared
26258,DB_177,Personal Data Sales Opt-Out and Opt-In,Description of Right to Opt-out of sale of PI
26314,DB_178,Access to your Personal Information,Description of Right to Correct Information
26315,DB_178,"If you are a registered user of our website, you may review and update this information at any time on www.blackbaud.com.",Description of Right to Correct Information
26342,DB_178,"The most recent version of the Policy is reflected by the version date located at the bottom of this Policy.\n\nLast updated December 20, 2022",Updated Privacy Policy
26344,DB_178,"To exercise any of your privacy rights, please see our Data Subject Rights Requests page at https://www.blackbaud.com/company/Data-Subject-Rights-Request , or call our toll-free number at +1 844-532-0022.",Methods to exercise rights
26345,DB_178,Blackbaud may update this Policy at any time and from time to time and we will post any changes to this page.,Updated Privacy Policy
26355,DB_178,"f you are a registered user of our website, you may review and update this information at any time on www.blackbaud.com.",Description of Right to Correct Information
26368,DB_178,the right to access a copy of your data,Description of Right to Know PI Collected
26387,DB_179,The business purposes for which we’ve shared their personal information,Description of Right to Know PI sold / shared
26388,DB_179,The categories of third parties with whom we’ve shared their personal information,Description of Right to Know PI sold / shared
26393,DB_179,You can also call (877) 652-5002 to speak with a CCPA (California Consumer Privacy Act) compliance specialist about opting out or removing your information from our database.,Methods to exercise rights
26424,DB_179,"In addition, please note that the CCPA does not require us to delete personal information that we need to maintain for certain purposes.",Description of Right to Delete
26458,DB_179,"Racial and ethnic origins, religious or philosophical beliefs, union memberships.",Categories of Personal Information Collected
26515,DB_180,"We will maintain the minimum amount of information necessary for this purpose, and will not share this information with employers, recruiters or other users of our services",Description of Right to Delete
26586,DB_180,"Some personal information included in this category may overlap with other categories.\n\nName, phone number\n\nC.",Categories of Personal Information Sold
26588,DB_180,"Commercial information.\n\nRecords of personal property, products or services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies.\n\nNOT COLLECTED\n\nE.",Categories of Personal Information Sold
26596,DB_180,"Personal Information We Sold for the Preceding 12 Months\n\nIf you are a Candidate, we share the Non-user Personal Information described above with our customers, through HTM’s paid services, so that they may reach out to you for career opportunities that you may have interest in, and which may better fit to your professional background.",Categories of Personal Information Sold
26602,DB_180,"If we decide to change this Privacy Policy, we will inform you by posting the revised Privacy Policy on the Sites",Updated Privacy Policy
26628,DB_180,"This Privacy Policy also explains your choices for managing your information preferences, including opting out of certain uses of your Personal Information.",Description of Right to Limit use of PI
26637,DB_180,Please see our Cookie Policy for further information about these third parties and the cookies they may use.,Categories of Personal Information Shared / Disclosed
26642,DB_180,or request that we no longer use it.,Description of Right to Limit use of PI
26655,DB_180,and specific piece of information collected by HTM.,Description of Right to Know PI Collected
26656,DB_180,"Right to Delete Information: Provides you the right to request HTM delete your Personal Information that HTM collected, upon a verifiable request, unless such Personal information was collected for the purpose of completing a transaction involving you; detecting security related incidents or illegal activities; debugging or fixing errors; protecting other consumers’ rights or other rights protected by law; preventing criminal offenses; engaging in scientific, historical or statistical reach in the public interest; internal uses that are reasonably aligned with your expectation; or compliance with a legal obligation.",Description of Right to Delete
26659,DB_180,Any disclosures we provide will only cover the 12-month period preceding the verifiable consumer request's receipt.,Methods to exercise rights
26681,DB_181,ZoomInfo allows any person to claim their Professional Profile and to update the information listed about them in their Professional Profile,Description of Right to Correct Information
26690,DB_181,ZoomInfo may aggregate collected information about our users in a form that does not allow users to be personally identified for the purpose of understanding our customer base and enhancing the Site and the Services that we and our strategic partners and customers can provide you.,Description of Right to Know PI Collected
26732,DB_181,"An authorized individual can verify their ZoomInfo Business Profile to update its company description, industry, company location, and more",Description of Right to Correct Information
26867,DB_181,Disclosures for Legal Reasons .,Description of Right to Know PI sold / shared
26871,DB_181,"Google Analytics uses cookies or other tracking technologies to help us analyze how users interact with and use the Site, compile reports on the Site’s activity, and provide other services related to Site activity and usage",Description of Right to Know PI sold / shared
26900,DB_181,"ZoomInfo will, whenever possible, obtain confidentiality agreements from any service provider to whom Customer Information is disclosed and ensure any recipient service providers are committed to employing appropriate technological security measures.",Categories of Personal Information Shared / Disclosed
26922,DB_181,"In using ZoomInfo’s Integrations, such as ZoomInfo’s SFNA and web browser extensions, Business Information from ZoomInfo may be disclosed to a customer’s CRM, MAT, or sales enablement software as requested or directed by our customers.\n\nDisclosures for Legal Reasons .",Categories of Personal Information Shared / Disclosed
26924,DB_181,"If our company or substantially all of our assets are acquired, or in the event of a merger or bankruptcy, information about you and/or information you provide to ZoomInfo may be among the transferred assets.",Categories of Personal Information Shared / Disclosed
26939,DB_181,"An authorized individual can verify their ZoomInfo Business Profile to update its company description, industry, company location, and more.",Description of Right to Correct Information
26940,DB_181,"The company summaries are created automatically by ZoomInfo’s software based on the information we find on those documents and from other sources such as our affiliates, partners, or service providers.\n\nAs a company policy, ZoomInfo does not remove company information from our search engine.",Description of Right to Delete
26946,DB_181,"Changes to this Policy\nZoomInfo reserves the right to modify this Policy from time to time, so please review it regularly.",Updated Privacy Policy
26969,DB_181,Individuals who no longer wish to receive our newsletter and promotional communications may opt-out of receiving them by following the instructions included in each newsletter or communication or by visiting /unsubscribe .,Description of Right to Limit use of PI
26975,DB_182,"Your personal information is shared throughout Oracle’s organization and sold or shared to third parties such as Oracle Advertising customers and partners, service providers, and others as described in Section 9.",Description of Right to Know PI sold / shared
26992,DB_182,"For example, to respond to a request from a regulator or to defend a legal claim.",Description of Right to Know PI sold / shared
27000,DB_182,We may share personal information with or sell personal information to the following third parties for a commercial purpose: third-party service providers as necessary to perform Oracle Advertising services on behalf of Oracle.,Description of Right to Know PI sold / shared
27011,DB_182,Oracle offers multiple ways for you to opt out of third party sharing or selling and object to our use of information about you: Do Not Track.,Description of Right to Opt-out of sale of PI
27020,DB_182,"If you believe your personal information has been used in a way that is not consistent with the Privacy Policy or your choices, or if you have further questions, comments, or suggestions related to this Privacy Policy, or if you wish to exercise your right to access to your offline personal information as described in Section 13 above, please contact the Global Data Protection Officer by filling out an inquiry form .",Methods to exercise rights
27028,DB_182,WHAT ARE YOUR PRIVACY RIGHTS?,Description of Right to Know PI Collected
27050,DB_182,"a) To help enable Oracle Advertising customers and partners to market products and services to you based on your interests\n\n\nMore specifically, Oracle can process information about you: i.",Description of Right to Know PI sold / shared
27051,DB_182,For online interest-based advertising delivered through Oracle Advertising partners that display online advertising to you on behalf of Oracle Advertising customers,Description of Right to Know PI sold / shared
27064,DB_182,We may process personal information for Oracle’s own research and development purposes.,Description of Right to Know PI Collected
27087,DB_182,"As noted above, Oracle Advertising does not create interest segments that reflect sensitive medical conditions",Description of Right to Know PI Collected
27093,DB_182,The most up-to-date version can be found on this website .,Updated Privacy Policy
27100,DB_182,The Oracle Advertising opt-out will prevent Oracle from delivering third-party audiences to connected devices such as smart televisions or streaming devices,Description of Right to Opt-out of sale of PI
27112,DB_182,"Most browsers also provide functionality that lets you opt-out of all advertising cookies, including Oracle cookies.",Methods to exercise rights
27116,DB_182,"For a complete picture of the segments associated with all of your browsers and devices, we therefore recommend using these different browsers and devices when accessing the Registry",Description of Right to Know PI sold / shared
27123,DB_182,We will respond to your request consistent with applicable law unless such data is only retained for legal and compliance purposes.,Description of Right to Know PI Collected
27154,DB_182,"For a complete picture of the segments associated with all of your browsers and devices, we therefore recommend using these different browsers and devices when accessing the Registry.",Description of Right to Know PI Collected
27161,DB_182,and object to our use of your personal information for online behavioral marketing and advertising purposes,Description of Right to Limit use of PI
27162,DB_182,delete or correct your personal information,Description of Right to Correct Information
27164,DB_182,or access your personal information,Description of Right to Know PI Collected
27170,DB_182,"The marketing professional uses Oracle Advertising services to see how many display or videos ads were viewed, and whether the ads were clicked on and a purchase was made.",Categories of Personal Information Sold
27171,DB_182,"Example: if you have previously indicated an interest in travel to Hawaii, when you visit a travel company’s website it can display tailored offers for Hawaiian vacations on their homepage.",Categories of Personal Information Sold
27175,DB_182,The travel company is able to display vacation offers to you (via a de-identified cookie ID) on these different devices.,Categories of Personal Information Sold
27181,DB_182,"We can collect usage and systems operations data from Oracle Advertising services for security and operations management to help keep Oracle, customer, and partner networks and systems, as well as our products and services, secure.",Categories of Personal Information Sold
27188,DB_182,"Oracle does not use persistent, unique identifiers to revive a previously opted-out profile or deleted cookie.",Description of Right to Opt-out of sale of PI
27192,DB_182,and the categories of third parties to whom we sold or otherwise disclosed personal information,Description of Right to Know PI sold / shared
27193,DB_182,delete personal information we collected from you or correct inaccurate personal information about you,Description of Right to Delete
27200,DB_183,The law also requires a business that receives a verifiable consumer request to direct its service providers to delete the personal information from their records.,Description of Right to Delete
27203,DB_183,New Right to Opt-Out,Description of Right to Opt-out of sale of PI
27206,DB_183,The CCPA prohibits covered businesses from discriminating against consumers for exercising any of their rights created by the law.,Description of Right to Non-discrimination on exercising rights
27212,DB_183,"Your choice regarding cookies on this site\nWe use cookies to enable core website functionality, and to improve your experience by providing insights into how the site is being used.",Description of Right to Know PI Collected
27218,DB_183,"The CCPA provides consumers with the right to request the categories of personal information and the specific pieces of personal information, that the business has collected about the specific consumer, and a business must notify consumers of this right.",Description of Right to Know PI Collected
27226,DB_184,"We may work with third parties, including Google Analytics, who collect information about your use of our Website, other websites, and/or online services over time for non-advertising purposes",Description of Right to Know PI sold / shared
27250,DB_184,We store your information for as long as is reasonably necessary for the purposes listed above or as required by applicable local law.,Description of Right to Know PI Collected
27252,DB_184,"To exercise your choices about your personal information, including choices which may not be listed above, please visit our Data Subject Rights Page.",Methods to exercise rights
27259,DB_184,What is market research?,Description of Right to Know PI sold / shared
27260,DB_184,Market research is an organized effort to gather information about markets and customers.,Description of Right to Know PI sold / shared
27261,DB_184,"With the use of ScorecardResearch tags and surveys, Comscore’s market research group collects and analyzes information to provide products and services to companies around the world.",Description of Right to Know PI sold / shared
27322,DB_184,You may also continue to receive interest-based advertising from other companies.,Description of Right to Opt-out of sale of PI
27335,DB_184,"However, you will not be required to create an account with us to submit a request or have it fulfilled.",Methods to exercise rights
27340,DB_184,We reserve the right to modify or update this Policy periodically.,Updated Privacy Policy
27362,DB_185,We may sell or disclose information we collect:,Description of Right to Know PI sold / shared
27374,DB_185,"Once we receive and confirm your verifiable request, we will delete your personal information records, unless an exception applies.",Description of Right to Delete
27405,DB_185,"We (or third parties we engage) may use cookies or similar technologies in the Site to analyze trends, administer the Site, track users’ movements within the Site, and to gather demographic information automatically regarding your use of the Site through the use of cookie",Description of Right to Know PI sold / shared
27440,DB_185,"However, you may change your mind and opt back into personal information sales at any time",Description of Right to Opt-out of sale of PI
27461,DB_185,The date this policy was last revised is identified at the top of the page.,Updated Privacy Policy
27482,DB_185,"With respect to the Site, certain cookies are necessary for us to operate and disabling any such cookies may result in the inability to use or access the Site.",Categories of Personal Information Collected
27543,DB_186,HOW DO WE USE PERSONAL INFORMATION?,Description of Right to Know PI Collected
27585,DB_186,WILL PERSONAL INFORMATION BE SHARED WITH ANYONE?,Description of Right to Know PI sold / shared
27586,DB_186,We may process data or share personal information in the following situations:,Description of Right to Know PI sold / shared
27591,DB_186,"Examples include: data analysis, email delivery, hosting services, customer service and marketing efforts.",Description of Right to Know PI sold / shared
27593,DB_186,"Stripe may use your payment data in accordance with its privacy policy, https://stripe.com/privacy.",Description of Right to Know PI sold / shared
27604,DB_186,"For compliance, fraud prevention and safety.",Description of Right to Know PI sold / shared
27609,DB_186,Cookies and similar technologies.,Description of Right to Know PI Collected
27612,DB_186,"If you choose to remove cookies or reject cookies, this could affect certain features or services of our Website/Services/Product.",Description of Right to Know PI Collected
27613,DB_186,Opting out of email marketing.,Description of Right to Opt-out of sale of PI
27614,DB_186,Business Contacts can unsubscribe from our marketing email list at any time by clicking on the unsubscribe link in the emails that we send or by contacting us.,Description of Right to Opt-out of sale of PI
27624,DB_186,"If you choose to opt-out of targeted advertisements, you will still see advertisements online but they may not be relevant to you.",Description of Right to Opt-out of sale of PI
27649,DB_186,Your California privacy rights.,Description of Right to Know PI Collected
27658,DB_186,"Whether we’ve sold your Personal Information, and if so, the categories of Personal Information received by each category of third party recipient.",Description of Right to Know PI Collected
27665,DB_186,This means that we will not penalize you for exercising your rights by taking actions such as denying you services; increasing the price/rate of services; decreasing service quality; or suggesting that we may penalize you as described above for exercising your rights.,Description of Right to Non-discrimination on exercising rights
27693,DB_186,Categories of third parties to whom we may “sell” the PI,Description of Right to Know PI sold / shared
27718,DB_186,"If you choose to connect to the Website/Services/Product via a third-party platform, you may have the ability to limit the information that we may obtain from the third-party at the time you login to the Website/Services/Product using the third-party’s authentication service or otherwise connect your account",Description of Right to Limit use of PI
27791,DB_186,"When you use the Website/Services/Product, the personal information we have collected (such as contact details, and employment) will be shared with the third parties that you designate to receive such information. \n\nVendors, Consultants and Other Third-Party Service Providers (collectively, Service-related third-party vendors).",Categories of Personal Information Shared / Disclosed
27795,DB_186,We do not control the third party’s use of your personal information.\n\nBusiness Transfers.,Categories of Personal Information Shared / Disclosed
27803,DB_186,DO WE MAKE UPDATES TO THIS PRIVACY POLICY? \nWe reserve the right to update this Privacy Policy from time to time.,Updated Privacy Policy
27804,DB_186,We encourage you to review this Privacy Policy frequently to be informed of how we are protecting your information. \n\nAny modifications to this Privacy Policy will be effective upon our posting the new policy and/or upon implementation of the new changes on the Website/Services/Product (or as otherwise indicated at the time of posting).,Updated Privacy Policy
27832,DB_186,"We hope you take some time to read through it carefully, as it is important.",Updated Privacy Policy
27905,DB_187,"If you prefer to submit a written request, please mail your request to the following address:",Methods to exercise rights
27909,DB_187,Recent Updates to Policies,Updated Privacy Policy
27921,DB_187,"Updated: May 15, 2018",Updated Privacy Policy
27927,DB_187,"Updated: August 26, 2011",Updated Privacy Policy
27940,DB_187,The AutoCheck consumer privacy policy has been updated.,Updated Privacy Policy
27944,DB_187,"""In the """"Permission email"""" section, language was updated to outline how email addresses are shared and used.""",Updated Privacy Policy
27955,DB_187,"Updated: March 7, 2003",Updated Privacy Policy
27961,DB_187,"Updated: February 10, 2003",Updated Privacy Policy
27969,DB_187,"Updated: March 8, 2002",Updated Privacy Policy
27972,DB_187,Please visit our AutoCheck privacy policy for more information.,Updated Privacy Policy
27974,DB_187,"The prices established for these products are not established, controlled, or approved by the U.S.",Updated Privacy Policy
28002,DB_187,"In the commercial, Experian retains the commercial users' credit card information for billing purposes only.\n\nUpdated: March 11, 2003\n\nThe Online Personal Credit Reports policy was updated to state that information other than credit report information may be used for authentication.\n\nUpdated: March 7, 2003\n\nePIN+ is a Web-based relational database system for reporting relevant delivery status about a piece of mail as it moves through the U.S.",Updated Privacy Policy
28008,DB_187,Policy Details\nExperian may periodically change its privacy policies as new products and services are offered or as its existing products and services evolve to meet customer needs.,Updated Privacy Policy
28041,DB_188,MaxMind does not disclose information collected through geoip-js.com or js.maxmind.com among customers,Description of Right to Know PI Collected
28049,DB_188,We collect and use information for our legitimate interests and for business and commercial purposes in accordance with the practices described in this Privacy Policy.,Description of Right to Know PI Collected
28055,DB_188,MaxMind uses the information we collect about you for a variety of website administration and customization purposes.,Description of Right to Know PI Collected
28058,DB_188,"The MaxMind services, including the minFraud service, use IP addresses to help organizations detect and prevent fraudulent activity.",Description of Right to Know PI Collected
28064,DB_188,"If you receive IP geolocation data from us that you believe is incorrect, you can submit a data correction request to us through our website at https://www.maxmind.com/en/geoip-data-correction-request, by email at correction@maxmind.com, or through a secure URL that is set up by your company and that shares IP geolocation data",Methods to exercise rights
28068,DB_188,Some of our lawful bases for processing your information stem from our customers on whose behalf we provide services.,Description of Right to Know PI Collected
28069,DB_188,MaxMind uses information that does not identify you for any purpose except as prohibited by applicable law.,Description of Right to Know PI Collected
28073,DB_188,The categories of sources to whom we disclose information include the following:,Description of Right to Know PI sold / shared
28074,DB_188,"We provide your information to our service providers, and contractors for the purpose of delivering services to you as well as for purposes related to Services administration and operation, including conducting analytics and helping us with sales tax compliance.",Description of Right to Know PI sold / shared
28084,DB_188,Vendors and Other Parties,Description of Right to Know PI sold / shared
28085,DB_188,"We may disclose your information to vendors and other parties for purposes of providing you with marketing, measuring and improving our Service, and advertising effectiveness, and enabling other enhancements.",Description of Right to Know PI sold / shared
28087,DB_188,"MaxMind integrates with the service Have I Been Pwned to verify whether your account password has previously appeared in a third party data breach, which may allow MaxMind to evaluate the strength of the password, provide a warning, and/or block the password outright.",Description of Right to Know PI sold / shared
28088,DB_188,We are not responsible for the effectiveness or accuracy of their information.,Description of Right to Know PI sold / shared
28116,DB_188,Opt-Out of Email Communications,Description of Right to Limit use of PI
28118,DB_188,"""In addition, certain email communications we send to you, such as newsletters and promotional announcements, contain a clearly worded """"Opt-Out"""" or """"Unsubscribe"""" link allowing you to withdraw your permission for future mailings.""",Description of Right to Limit use of PI
28119,DB_188,You may also opt-out of email marketing communications by contacting us at privacy@maxmind.com with your request.,Description of Right to Limit use of PI
28150,DB_188,The categories of personal information we have collected about you;,Description of Right to Know PI Collected
28152,DB_188,The categories of personal information about you we disclosed for a business purpose or sold or shared;,Description of Right to Know PI Collected
28155,DB_188,The specific pieces of personal information we have collected about you.,Description of Right to Know PI Collected
28168,DB_188,"""To the extent """"sale"""" under the CCPA is interpreted to include the disclosure of MaxMind’s databases as set out in the """"How MaxMind Discloses Information"""" section MaxMind will comply with applicable law as to such activity.""",Description of Right to Opt-out of sale of PI
28175,DB_188,A cookie is a file stored on your device that may be used to identify an individual as a unique user by storing certain personal preferences and user data,Description of Right to Know PI Collected
28213,DB_188,The categories of personal information we have collected about you;\nThe categories of sources from which the personal information was collected;,Description of Right to Know PI Collected
28214,DB_188,The categories of personal information we have collected about you;\nThe categories of sources from which the personal information was collected;\nThe categories of personal information about you we disclosed for a business purpose or sold or shared;\nThe categories of third parties to whom the personal information was disclosed for a business purpose or sold or shared;\nThe business or commercial purpose for collecting or selling or sharing the personal information,Description of Right to Know PI sold / shared
28215,DB_188,The categories of third parties to whom the personal information was disclosed for a business purpose or sold or shared;\nThe business or commercial purpose for collecting or selling or sharing the personal information; and\nThe specific pieces of personal information we have collected about you.,Description of Right to Know PI Collected
28233,DB_188,"CONTACT FOR ADDITIONAL INFORMATION, OPTING OUT, DATA ACCESS AND CORRECTION, AND DISPUTES\nIf you have any questions or complaints about this Privacy Policy, or you wish to exercise your opt-out rights hereunder or access or correct data applicable to you, please contact us:\n\nBy email: privacy@maxmind.com\n\nBy mail:\n\nPrivacy Agent\nLegal Department\nMaxMind, Inc.\n51 Pleasant Street #1020\nMalden, MA 02148\nU.S.A.",Methods to exercise rights
28237,DB_188,"We will refer your request to that customer, and will support them to the extent required by applicable law in responding to your request.",Methods to exercise rights
28238,DB_188,"""California's """"Shine the Light"""" law permits customers who are California residents to request certain details about how a business shares their personal information as defined by """"Shine the Light"""" with third parties (and in some cases affiliates) for those third parties' or affiliates' own direct marketing purposes.""",Description of Right to Know PI sold / shared
28240,DB_188,"""Any such inquiry must include """"California Privacy Rights Request"""" in the first line of the description and include your name, street address, city, state, and ZIP code.""",Methods to exercise rights
28247,DB_189,Disclaimer: These Consumer Privacy Rights notices are written with the purpose of satisfying consumer notice requirements imposed by applicable consumer privacy legislation and regulations.,Description of Right to Know PI Collected
28250,DB_189,"The precise meaning, construction and interpretation of such terms and phrases shall be determined by the text of the applicable legislation, regulations, or court rulings.",Description of Right to Know PI Collected
28252,DB_189,"The applicability of consumer privacy legislation and regulations differs based on a number of factors, and may vary depending on the jurisdiction, the residence of the consumer, the particular nature of the data element, as well as, the specific carve-outs, preemptions, limits and exceptions provided by law.",Description of Right to Know PI Collected
28276,DB_189,See further: CA CIV CODE 1798.105 1798.140,Description of Right to Delete
28278,DB_189,A request for correction of personal information must be a “verifiable consumer request” as defined by CPRA.,Description of Right to Correct Information
28288,DB_189,"See further: CA CA CIV CODE 1798.120, 1798.135, 1798.140",Description of Right to Opt-out of sale of PI
28291,DB_189,"See further: CA CIV CODE 1798.121, 1798.140",Description of Right to Limit use of PI
28303,DB_189,The CCPA also provides that a business shall not discriminate against a consumer because the consumer exercised any of the consumer’s rights under the CCPA.,Description of Right to Non-discrimination on exercising rights
28377,DB_189,"Targeted advertising provides choices, competitive offers and convenience – qualities sought and valued by many consumers.",Description of Right to Limit use of PI
28378,DB_189,"However, you can choose not to receive targeted advertising from Melissa by opting out.",Description of Right to Limit use of PI
28385,DB_189,Opting Out of Direct Mail,Description of Right to Limit use of PI
28387,DB_189,"When you register with this service, your name will be put on a “delete” file and made available to direct-mail marketers and organizations.",Description of Right to Limit use of PI
28396,DB_189,Responsible marketing companies respect your choice to not receive direct mail advertising.,Description of Right to Know PI sold / shared
28397,DB_189,"DMA members, as a condition of membership, are required to suppress the names and addresses of individuals who have notified the DMA that they do not want to receive advertising by mail.",Description of Right to Know PI sold / shared
28398,DB_189,"As a DMA member, Melissa subscribes to and suppresses any name and address on the DMAChoice mail preference service file from its direct mail marketing efforts.",Description of Right to Know PI sold / shared
28400,DB_189,This Cookie Policy explains how we use cookies and your consent regarding our cookies.,Description of Right to Know PI Collected
28411,DB_189,These cookies are essential for our services to function properly.,Description of Right to Know PI Collected
28425,DB_189,"Whenever you submit information via this site, you consent to the collection, use and disclosure of that information in accordance with this Privacy Statement.",Description of Right to Know PI Collected
28429,DB_189,Personally Identifiable Information Collection and General Use,Description of Right to Know PI Collected
28444,DB_189,"Melissa takes appropriate steps to protect personal data from loss, misuse, and unauthorized access, disclosure, alteration, or destruction, whether in transmission or storage.",Description of Right to Know PI Collected
28449,DB_189,"Right to Correct\nA California resident has right to request a business that maintains inaccurate personal information about the consumer correct such inaccurate personal information, taking into account the nature of the personal information and the purposes of the processing of the personal information.\n\nA request for correction of personal information must be a “verifiable consumer request” as defined by CPRA.",Description of Right to Correct Information
28454,DB_189,"Right Limit Use and Disclosure of Sensitive Personal Information\nA California resident has the right t to direct a business that collects “sensitive personal information” about the consumer to limit its use of the consumer’s “sensitive personal information” to that use which is necessary to perform the services or provide the goods reasonably expected by an average consumer who requests those goods or services.\n\nSee further: CA CIV CODE 1798.121, 1798.140",Description of Right to Limit use of PI
28458,DB_189,See further: CA CIV CODE 1798.125.,Description of Right to Non-discrimination on exercising rights
28474,DB_189,"Right to Opt-Out of Sale of Personal Information\nA California resident has the right, at any time, to direct a business that sells or shares personal information about the consumer to third parties not to sell the consumer’s personal information.",Description of Right to Opt-out of sale of PI
28487,DB_189,Changes to this Privacy Policy\nMelissa may update this privacy policy as necessary and shall post notifications regarding such updates on its corporate website.\n\n,Updated Privacy Policy
28497,DB_190,"Questions, comments and requests regarding this Privacy Policy are welcomed and should be addressed in the first instance to privacy@outbrain.com or by mail to Outbrain Inc., 111 West 19th Street, 3rd Floor, New York, NY 10011, USA, Attn: Privacy Questions.",Methods to exercise rights
28520,DB_190,(c) How we may share information,Description of Right to Know PI sold / shared
28527,DB_190,Please contact support@outbrain.com to remove your comment.,Description of Right to Know PI sold / shared
28528,DB_190,Using Third Party Services on Our Sites,Description of Right to Know PI sold / shared
28529,DB_190,Our Sites contain links to other websites that we do not own or operate.,Description of Right to Know PI sold / shared
28530,DB_190,"We do not control, recommend or endorse the content, products, services, privacy policies or practices of these third party websites.",Description of Right to Know PI sold / shared
28531,DB_190,"For example, on Our Sites you will notice clickable icons which take you to the Outbrain Facebook page or the Outbrain LinkedIn page.",Description of Right to Know PI sold / shared
28532,DB_190,"If you choose to click on these links, you should know that these sites are not owned or operated by Outbrain and therefore these third party websites may send their own cookies to your device and they may independently collect personal data.",Description of Right to Know PI sold / shared
28533,DB_190,It is therefore important that you get familiar with the privacy policies of these third party websites.,Description of Right to Know PI sold / shared
28584,DB_190,Any such collection shall be governed by such third parties privacy policy.,Description of Right to Know PI sold / shared
28588,DB_190,As these cookies and/or pixels are added at the sole discretion of our advertisers you will be subject to that advertiser’s privacy notice and/or privacy policy.,Description of Right to Know PI Collected
28608,DB_190,"Like Outbrain’s opt out, these opt outs do not mean you will no longer receive any advertising, the advertisements will just not be tailored to you.",Description of Right to Opt-out of sale of PI
28612,DB_190,You will still see Outbrain recommendations.,Description of Right to Opt-out of sale of PI
28620,DB_190,Your opt out from Outbrain’s personalized recommendations is effective immediately.,Description of Right to Opt-out of sale of PI
28625,DB_190,"However, the “Intelligent Tracking Prevention” feature in iOS11 may impact the persistence of cookies across websites post a 24 hour window.",Description of Right to Opt-out of sale of PI
28628,DB_190,Even though you have opted out of Outbrain’s personalised recommendations your local storage will not be automatically cleared and therefore you need to clear this at a browser level in addition to your opt out.,Description of Right to Opt-out of sale of PI
